run_id,task_id,model,thinking,scope,status,duration_ms,returned,owner_check,disposition,writes
A000091,/root/ega_i_141,inherited-parent,inherited,EGA I 3.2.6-3.2.8 final diff adversarial review,completed,not_exposed,PASS on S000275-S000299 R000116-R000136 D000081-D000089 I000032-I000036 A000088-A000090 and all documentation snapshots,Owner independently reran schema validation target joins count reconciliation privacy scan and diff checks before accepting the no-write verdict,accepted,none
A000092,/root/ega_i_141,inherited-parent,inherited,EGA I 3.3.1 arbitrary-category meta-claim audit,completed,not_exposed,Separated the valid 001G slice core and proved the omitted 3.3.10 sum clause false in Grp over a nontrivial group,Owner replayed the counterexample against direct French lines 342-350 and 528-530 then filed the exact append-only correction referral,accepted,none
A000093,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.3.2-3.3.4 bifunctor and unit audit,completed,not_exposed,Derived product bifunctoriality terminal unitors inverse pairings naturality and both projection formulas from 001G 001V 001S 002L and 01JP,Owner rechecked every projection direction the chosen-product caveat the native diagram and excluded 2-fibre-product false near matches,accepted,none
A000094,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.3.5 finite-product audit,completed,not_exposed,Reconstructed finite existence uniqueness associativity commutativity and the triple projection through 002I 01JM 002O 002E 002L and 01JP,Owner verified the implicit nullary and singleton conventions canonical-isomorphism guard and absence of a dedicated ordinary associativity tag,accepted,none
A000095,/root/ega_i_141,inherited-parent,inherited,EGA I 3.3.1-3.3.5 and page-provenance final diff audit,completed,not_exposed,PASS on the nine-field migration S000300-S000316 R000137-R000150 D000090-D000096 I000037-I000038 A000092-A000094 counts tags and privacy,Owner independently replayed stable IDs deterministic intake schema validation target joins source identities and diff checks before accepting the no-write verdict,accepted,none
A000096,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.3.6-3.3.8 base-change and adjunction audit,completed,not_exposed,Matched base-change objects and maps to 01JX the universal Hom bijection to 01JP and isolated the already-catalogued f for g source typo,Owner reread the direct French checked factor order adjunction orientation and every pinned label before accepting the no-write report,accepted,none
A000097,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.3.9-3.3.10 transitivity and preservation audit,completed,not_exposed,Matched transitivity to 02XO proof identities to 001Y product preservation to 0038 and scheme coproducts to 01JR 01JB 01JC,Owner verified comparison direction canonical-identification scope and the separation from the existing arbitrary-category counterexample,accepted,none
A000098,/root/ega_i_141,inherited-parent,inherited,EGA I 3.3.6-3.3.10 controls registry and duplicate audit,completed,not_exposed,PASS on twelve exact unit IDs printed pages source lines control hashes existing defect records and absence of duplicate mappings,Owner independently rehashed F8 French P109 P110 controls and confirmed all twelve generated units before editing,accepted,none
A000099,/root/ega_i_141,inherited-parent,inherited,EGA I 3.3.6-3.3.10 final diff adversarial audit,completed,not_exposed,PASS after catching and rechecking the corrected fifteenth-slice decision key plus S000317-S000335 R000151-R000171 counts tags duplicates privacy and defect nonduplication,Owner applied the one semantic key repair then reran the validator diff checks and current-snapshot audit before acceptance,accepted,none
A000100,/root/ega_i_141,inherited-parent,inherited,EGA I 3.3.11-3.3.15 registry controls and supersession design audit,completed,not_exposed,Enumerated seven generated units proved two French-labelled displays are intentionally parent components and specified exact append-only active-view invariants,Owner replayed the R184 display census French page controls legacy prefix hashes and schema edge cases before acceptance,accepted,none
A000101,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.3.11-3.3.12 and 3.3.10 attribution audit,completed,not_exposed,Matched 3.3.11 to the proof of 01JY and 3.3.12 to 003B 001V 01KU 02YC 01L5 while confirming the post-proof attribution correction,Owner verified every direct-French claim target label cancellation argument and already-catalogued 3.3.12 target typo,accepted,none
A000102,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.3.13-3.3.15 affine graph and global-section audit,completed,not_exposed,Matched affine tensor base change graph correspondence and affine-line representation to 01I2 01JX 01I4 01JP 01M0 01JH 01I1 and 006T,Owner checked every pinned target variance affine formula hidden hypothesis and the already-catalogued 3.3.15 arrow reversal,accepted,none
A000103,/root/ega_i_1111_1115,inherited-parent,inherited,append-only graph governance final diff audit,completed,not_exposed,PASS on exact f2195bb prefixes restored rows linked successors mixed D and I issue semantics CSV arity contiguous IDs active counts fail-close checks and privacy,Owner reran the validator prefix reconstruction semantic equality synthetic edge cases and full diff before accepting the no-write verdict,accepted,none
A000104,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.3.11-3.3.15 final release diff direct French pinned target and governance audit,completed,not_exposed,PASS on F8 P110 P111 a04446e5 S000340-S000359 R000175-R000193 D000105-D000110 I000042-I000043 target joins classifications attribution counts append-only privacy and validator with no new defects and two already-catalogued P111 source errors,Owner independently rehashed controls replayed every pinned target and confirmed no semantic or privacy regression before release,accepted,none
A000105,/root/ega_i_141,inherited-parent,inherited,EGA I 3.4.1-3.4.5 functor-of-points fibre-product and geometric-point audit,completed,not_exposed,Matched every claim and display to 001O 0020 001G 001S 001V 01I2 01J5 01J6 01JX 01JP and 03PO while isolating the modern geometric-point terminology difference,Owner replayed the pinned labels rehashed P111-P113 controls and preserved the S-relative reading of the final X(K) notation,accepted,none
A000106,/root/ega_i_141/migration_check,inherited-parent,inherited,EGA I 3.4.1-3.4.5 French boundary and generated-unit identity check,completed,not_exposed,Returned exact French lines printed-page seams eighteen-batch unit boundaries control identities and zero scoped source defects without making Stacks target judgments,Owner independently matched every generated ID page and ledger hash before accepting the bounded no-write contribution,accepted,none
A000107,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.4.6-3.4.9 common-field product-point and tensor-prime audit,completed,not_exposed,Matched finite lifts compatible projections base-change images and tensor-prime fibres to 0H7K 01J5 01JP 0495 0496 01S1 01JT 01KR 01L3 and 01I4 and isolated the already-catalogued false monomorphism,Owner reread direct French rehashed P113-P114 controls verified every pinned target and rejected duplicate correction referral,accepted,none
A000108,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.4.1-3.4.9 final release diff direct French controls pinned targets and governance audit,completed,not_exposed,PASS on F8 P111-P114 a04446e5 D000111-D000120 I000044 S000360-S000394 R000194-R000235 A000105-A000107 attribution classifications joins counts append-only privacy and validator including the live S000382 repair and R000233-R000235 additions with no new defect and one already-catalogued P114 source error,Owner independently replayed all authority hashes target joins finite iterations terminology relative points parent labels active snapshots and validator before release,accepted,none
A000109,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.5.1-3.5.11 direct-French control generated-unit registry and duplicate audit,completed,not_exposed,Enumerated all 21 frozen R184 units and five French-labelled displays rehashed F8 and P114-P117 controls found two French-only parent components zero scoped registry duplicates zero scoped French defects and controlled discovery pagination drift,Owner preserved frozen IDs attached the two ordinary labelled displays to their parent source_parts and replayed theorem targets from pinned a04446e5,accepted,none
A000110,/root/ega_i_141,inherited-parent,inherited,EGA I 3.5.1-3.5.6 surjectivity universal-injectivity and radicial audit,completed,not_exposed,Matched every generated unit and meaningful clause to pinned Stacks targets and identified ten stale printed-page assignments with no scoped source defect,Owner replayed the French controls target joins terminology distinctions page seams and duplicate-target analysis before accepting the no-write audit,accepted,none
A000111,/root/ega_i_141/migration_check,inherited-parent,inherited,EGA I 3.5.1-3.5.6 French loci controls units and page-seam extraction,completed,not_exposed,Returned exact French lines unit IDs control hashes and corrected I:114 I:115 I:116 boundaries while finding no scoped source correction,Owner independently rehashed the authority and verified all twelve generated units and ten required page migrations,accepted,none
A000112,/root/ega_i_141/stacks_formalism,inherited-parent,inherited,EGA I 3.5.3-3.5.6 pinned Stacks formalism audit,completed,not_exposed,Verified 01RZ 01S1 01J9 01S3 01S4 003B 01L3 and 02V1 coverage and isolated statement-level versus derived matches,Owner replayed every pinned label tag and line locus and confirmed the monomorphism algebraic-closure and cancellation classifications,accepted,none
A000113,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.5.7-3.5.11 radicial product localization image and universal-injectivity audit,completed,not_exposed,Matched 0472 02V1 01JP 01S3 01S4 0H7K 01J9 04VS 04VW and 01I2 and isolated point-set terminology and page-evidence boundaries,Owner rehashed P116-P117 replayed every pinned label checked the arbitrary-localization and field-point hypotheses and rejected category near matches,accepted,none
A000114,/root/ega_i_35_pagefix,inherited-parent,inherited,EGA I 3.5 missing printed-page evidence repair design audit,completed,not_exposed,Established that frozen R184 omits p.115 and p.116 markers and specified an append-only pages.csv overlay with raw-page guards atomic application and deterministic intake receipt,Owner implemented the overlay validated all eighteen exact loci and preserved the frozen manifest stable IDs and nonpage unit fields,accepted,none
A000115,/root/ega_i_35_release,inherited-parent,inherited,EGA I 3.5.1-3.5.11 final release authority semantic pagination code and governance audit,completed,not_exposed,PASS on F8 P114-P117 all twenty-one generated attributions D000121-D000133 I000045 S000395-S000443 R000236-R000271 A000109-A000114 pinned targets page overlay two replays adverse atomicity snapshots privacy and exact diff with no defect,Owner independently reran check.py and git diff --check immediately before staging,accepted,none
A000116,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.6.1-3.6.3 direct-French fibre topology convention composite-fibre and open-restriction semantic audit,completed,not_exposed,Matched four frozen units and two French labelled parent displays to 01K1 0BR6 01I4 00DK 01K0 01JX 01JP 001Y and 01JR with full split coverage no new gap and only relative-point tensor-notation and canonical-isomorphism residuals,Owner rehashed F8 P117-P118 replayed all pinned targets and retained the existing local I.1.2.4 criterion as a dependency without a duplicate finding,accepted,none
A000117,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.6.4-3.6.5 fibre transitivity local-spectrum topology and stalk audit,completed,not_exposed,Matched 02V3 001Y 02XO 01K0 01K1 01J7 01I4 00DK 00E3 01HV and 02C6 with four correct I:118 units zero scoped duplicates and no mathematical defect,Owner replayed every pinned locus replaced the hypothesis-bearing 02V3 occurrence by unrestricted 001Z and corrected the report-only false-near-match tag typo from 01K2 to 0HA1,accepted,none
A000118,/root/ega_i_35_release,inherited-parent,inherited,EGA I 3.6.1-3.6.5 direct-French controls generated-unit page and duplicate audit,completed,not_exposed,PASS with eight generated units eight unique French labels two parent-only formulas exact I117-I118 seam zero page drift zero scoped registry duplicates and clean graph-only worktree,Owner bound 3.6.3 to both page gates preserved the 3.6.2 and 3.6.4 trailing parent components and confirmed no chapter edit or sibling collision,accepted,none
A000119,/root/ega_i_35_release,inherited-parent,inherited,EGA I 3.6.1-3.6.5 final release authority semantic hypothesis target and governance audit,completed,not_exposed,PASS after replacing hypothesis-bearing 02V3 by unrestricted proof-level 001Z on S000460 and S000464 with all thirty-one edges and twenty-seven residuals independently replayed,Owner independently reran check.py git diff --check authority hashes target joins unit page privacy and graph-only gates immediately before staging,accepted,none
A000120,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 3.7.1-3.7.2 direct-French reduction fibres closure and historical-model semantic audit,completed,not_exposed,Matched 01JX 01K0 01JR 01IO 01OX 01R6 01R7 01R8 01QV 01T6 00KE 07BI 01I3 and 01NF with no defect or reusable gap and isolated terminology historical and relative-canonicity residuals,Owner replayed every pinned locus preserved the quasi-compact dependency for 01R8 rejected 01J4 nilreduction and retained 0C2S only as a narrower DVR model case,accepted,none
A000121,/root/ega_i_247_248,inherited-parent,inherited,EGA I 3.7.3 proper DVR model valued-point bijection and complete section 3.7 control unit page-seam audit,completed,not_exposed,Matched 0BX5 01JP 01KD 01KF 01KZ 01W1 and 01WC with five generated units exact I118-I119 seam zero scoped graph duplicates no source or Stacks mathematical defect one control-wording ambiguity and two unavailable live QA derivatives,Owner replayed the higher-dimensional P1 counterexample corrected the transient report-only F8 hash typo and referred the overbroad P119 control interpretation without changing authority,accepted,none
A000122,/root/ega_i_35_release,inherited-parent,inherited,EGA I 3.7.1-3.7.3 final release authority semantic control-scope counterexample and governance audit,completed,not_exposed,PASS after exact 01JP residual linkage and counterexample evidence repair with all twenty-six edges and twenty-two residuals independently replayed,Owner independently reran check.py git diff --check authority hashes visual seam target joins unit-page privacy append-only and graph-only gates immediately before staging,accepted,none
A000123,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.1.1-4.1.5 direct-French quasi-coherence closed-subscheme restriction and local-gluing audit,completed,not_exposed,Matched 01BE 01I7 01IA 01IB 01IC 01ID 01AV 01HM 01IN 01IG 01I9 01IO 01IQ 01QP 01QQ 01BG 01JU 01JV 0FCZ 00AL and 00AM with no mathematical defect or reusable gap and found five required page overlays plus three French-only components,Owner replayed the identity-over-X condition the split gluing argument and all five direct-French page locators before integration,accepted,none
A000124,/root/ega_i_247_248,inherited-parent,inherited,EGA I 4.1.6-4.1.10 canonical subprescheme transitivity injection factorization and partial-order audit,completed,not_exposed,Matched 02V0 01IM 01IO 01IN 01HM 01L6 01L7 01HI 01HP 003B and 0H7H across seven generated units and exact I120-I122 seams and found the owner-confirmed p121 unprimed-g diplomatic-control defect with zero scoped graph duplicates,Owner replayed the p121 glyph at high detail recorded the finding referred it to the French owner and retained the affected proof as authority-defect-pending,accepted,none
A000125,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.1.1-4.1.10 direct-French control frozen-unit pagination collision and source-component audit,completed,not_exposed,FAIL for release intake because five blank R184 page locators could not be represented by the old pages parser while authority gates sixteen units six French-only semantic targets four proofs one display and zero diagrams otherwise passed,Owner implemented the exact blank-guard repair and adverse atomicity tests while preserving frozen R184 anchors and M000017 as topical only,accepted after required control repair,none
A000126,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.1.6-4.1.10 inverse semantic authority residual and governance audit,completed,not_exposed,HARD PASS for S000533-S000549 and R000337-R000348 after replaying F33 P121S ringed-space monicity 01HP proof admission and unlabelled 01IM claims with zero duplicate semantic keys,Owner replayed authority hashes pinned target joins validator append-only prefixes and privacy immediately before staging,accepted,none
A000127,/root/ega_i_247_248,inherited-parent,inherited,EGA I 4.1.1-4.1.6 inverse semantic attribution hypothesis and governance audit,completed,not_exposed,HARD FAIL on affine-to-global overclaim omitted exact 01LA target and incomplete ideal gluing dependencies while support and strictification checks passed,Owner repaired the identified rows added 01LA 00AN and quasi-coherence locality and queued the repaired slice for the same inverse re-audit,accepted after required semantic repair,none
A000128,/root/ega_i_247_248,inherited-parent,inherited,EGA I 4.1.1-4.1.6 repaired inverse semantic target relation residual and governance audit,completed,not_exposed,HARD PASS after exact 01LA global coverage stronger-target classifications 00AN map gluing and quasi-coherence locality replay with zero semantic duplicates,Owner replayed F33 pinned target joins checker diff-check py_compile active counts and every repaired edge and residual before acceptance,accepted,none
A000129,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.1.1-4.1.10 final release authority semantic reconstruction pagination diagram-gate and governance audit,completed,not_exposed,HARD PASS after independently replaying F33 P121S sixteen generated units five blank overlays S000501-S000554 R000321-R000353 A000126-A000128 D000153 I000049 exact R184 reconstruction pinned targets append-only prefixes snapshots privacy and graph-only scope,Owner reran check.py in-memory compile git diff --check target joins manifest hashes no-overwrite reconstruction and byte-identical intake immediately before staging,accepted,none
A000130,/root/ega_i_1111_1115,inherited-parent,inherited,R184 typed-diagram and intricate-mathematics visual-certification inventory,completed,not_exposed,Inventory PASS and production GATE FAIL with 445 diagrams plus 483 deterministic intricate-block candidates and all twelve mapped diagrams plus two reviewed-frontier exact-sequence blocks lacking individual triple 5000-dpi certification,Owner replayed the item ID and locator digests plus F8 and page controls then installed a fail-closed per-item validation layer before resuming production,accepted as read-only gate inventory; certification now supplied,none
A000131,/root/ega_i_35_release,inherited-parent,inherited,EGA initial fourteen-item visual-QA locator integrity and release-governance audit,completed,not_exposed,HARD PASS after exact parent-PDF identity page-count geometry and page-one locator replay direct French and English TeX-locus reconciliation all forty-two PNG byte hash IHDR effective-scale and nonclipping-margin checks plus V-prefix active-view supersession scope issue privacy validator compile and diff validation,Owner reran check.py py_compile git diff --check and verified the 13674-byte V prefix plus 12625106-byte crop snapshot immediately before acceptance,accepted within read-only locator and governance scope with no independent graph or mathematical-content certification,none
A000132,/root/ega_i_1111_1115,inherited-parent,inherited,EGA fourteen-item visual-QA append-only schema validator and fail-close inverse audit,completed,not_exposed,HARD PASS after replaying V000001-V000014 and all forty-two crop identities dimensions canonical locators effective scales source joins active-map closure immutable prefix successor same-item rules active admission decisions snapshots journal controls privacy py_compile validator and diff-check,Owner should rerun py_compile check.py and git diff --check immediately before staging,accepted within read-only structural and governance scope without independent visual-content certification,none
A000133,/root/ega_i_35_release/stacks_425_targets,inherited-parent,inherited,EGA I 4.2.3-4.2.5 pinned Stacks target and hypothesis-boundary audit,completed,not_exposed,HARD PASS with exact 01QO 01I1 01I2 01IG 01IH 0FCZ 01JY 02L3 02L6 02YM and 02V0 candidates plus false-near-match and counterexample boundaries,Owner independently replayed each label and official tag at pinned a04446e5 and accepted only relation-scoped candidates,accepted as read-only candidate audit,none
A000134,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.2.3-4.2.5 direct-French authority control unit semantic residual and collision audit,completed,not_exposed,HARD PASS after rehashing F33 P123 P124 direct NUMDAM pages and canonical French plus enumerating five R184 units and checking every statement proof terminology hypothesis relation residual counterexample and registry collision,Owner independently replayed the source seams target tags and collision set before accepting any graph rows,accepted with no mathematical defect and one nonblocking R184 subitem-granularity residual,none
A000135,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.2.1-4.2.2 direct-French semantic proof diagram control and collision audit,completed,not_exposed,Complete split and derived Stacks coverage with exact 01IO 01IM 01L7 01S4 01HE 0H7H 01QO 01LD and proof dependencies one already-catalogued theta-sharp direction defect and the new diagram still awaiting active three-surface V certification,Owner replayed F33 R45 R46 the two NUMDAM page seams pinned target joins source-part decomposition duplicate keys and supplied the active V000015 gate before acceptance,accepted as a read-only mapping recommendation without visual-content certification,none
A000136,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.2.1-4.2.5 inverse semantic release audit,completed,not_exposed,HARD PASS after replaying F33 P122-P124 nine units S000555-S000590 R000354-R000373 pinned target joins relation coverage hypotheses source-part repairs D000161 I000052 Gamma-psi referral V000015 structural gate active counts duplicates privacy JSONL py_compile validator and diff-check,Owner reran py_compile check.py git diff --check JSONL parse and exact snapshots immediately before staging,accepted as read-only release audit without independent visual-content certification,none
A000137,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.2.1-4.2.5 final release authority semantic correction visual-integrity append-only and governance audit,completed,not_exposed,HARD PASS after replaying F33 P122-P124 nine units D000155-D000161 I000051-I000052 S000555-S000590 R000354-R000373 V000015 and the Gamma-psi referral plus every pinned target and scope gate,Owner reran check.py py_compile git diff --check parent-PDF and crop hashes target joins append-only prefixes snapshots privacy and no-TeX-write checks immediately before staging,accepted within read-only release scope without substituting for owner visual-content judgment,none
A000138,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 4.3.1-4.3.2 direct-French pinned-Stacks target proof source-defect and collision audit,completed,not_exposed,AUDIT COMPLETE for three generated units with exact 01JY full coverage of 4.3.2 split-derived coverage of 4.3.1 zero registry collisions and one newly exposed false literal kernel-image formula on printed p125,Owner independently replayed the target bundle preserved diplomatic French referred the corrected extension-ideal formula append-only and classified the ordinary display as nonintricate,accepted as a read-only candidate audit with the source formula fail-closed pending canon referral,none
A000139,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.3.1-4.3.2 inverse semantic source-defect receipt and governance release audit,completed,not_exposed,HARD PASS after replaying F33 R47 R48 three units S000591-S000608 R000374-R000382 pinned target joins source attribution hypotheses kernel counterexample Q000001-Q000002 and all graph governance gates,Owner reran py_compile check.py git diff --check JSONL append-only prefixes active snapshots target joins authority and crop hashes PNG structure privacy and duplicate checks immediately before staging,accepted as a read-only release audit without visual-content certification,none
A000140,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.3.1-4.3.2 final release authority semantic source-error evidence append-only and governance audit,completed,not_exposed,HARD PASS after replaying F33 R47 R48 three units D000162-D000165 I000053 S000591-S000608 R000374-R000382 Q000001-Q000002 exact 5000-dpi parent crops English repetition pinned target joins ordinary-display classification snapshots privacy and scope gates,Owner reran check.py py_compile git diff --check JSONL append-only prefix and exact crop pixel-replay checks immediately before staging,accepted within read-only release scope without substituting for owner visual-content certification,none
A000141,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 4.4.1-4.4.6 direct-French pinned-Stacks target proof terminology source-defect residual and collision audit,completed,not_exposed,AUDIT COMPLETE for thirteen generated units across printed pp.125-126 with exact existing coverage and fully derived arbitrary-subschema meets plus one already-catalogued algebra-direction error and zero new Stacks defects or graph collisions,Owner replayed F33 R48 R49 target slices tag joins counterexamples and the live collision snapshot before materializing rows,accepted as a read-only candidate audit without visual certification,none
A000142,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.4.1-4.4.6 independent control unit and semantic seam audit,completed,not_exposed,HARD PASS candidate inventory with thirteen frozen records twelve statement-proof units one ordinary parent display no diagram or intricate V item and strict pinned mappings plus the already-controlled 4.4.5 variance defect,Owner rehashed F33 canonical French R48 R49 six page ledgers and NUMDAM parent then replayed unit pages target loci and current graph collision surfaces,accepted as a read-only control and semantic audit without visual certification,none
A000143,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.4.1-4.4.6 post-repair inverse semantic release audit,completed,not_exposed,HARD PASS after replaying D000166 S000633 S000636 S000638 R000407 R000409 updated residual snapshots and all requested validators,Owner reran py_compile check.py and git diff --check and confirmed repeated 001Y reassociation French-grounded proof attribution unlabelled locality and exact 01JX evidence,accepted as a read-only release audit without visual-content certification,none
A000144,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.4.1-4.4.6 final release authority semantic correction residual append-only and governance audit,completed,not_exposed,HARD PASS after replaying F33 R48 R49 twelve statement-proof units plus subsection D000166-D000172 I000054 S000609-S000644 R000383-R000414 A000141-A000143 pinned target joins tightened 001Y reassociation target-specific partial-edge residuals unlabelled locality source variance snapshots privacy and no-TeX-write scope,Owner reran check.py pycompile git diff check authority hashes append-only prefixes active snapshots target joins and no-diagram no-intricate checks immediately before staging,accepted within read-only release scope without substituting for owner mathematical or visual judgment,none
A000145,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 4.4.1-4.4.6 adversarial live-graph relation residual-specificity duplicate and binary-scope audit,completed,not_exposed,HARD FAIL found S000617 and S000618 stronger-target gates masked by the 01JU residual plus S000616 S000627 and S000632 partial-target gates masked by same-unit residuals and S000633 R000407 overstating the two-step 001Y derivation with zero active semantic duplicates and preserved binary scope,Owner accepted the findings added target-specific R000410-R000414 corrected unpublished-local S000633 and R000407 and updated residual snapshots and documentation,accepted as a useful read-only HARD-FAIL audit with every identified repair materialized and no visual certification,none
A000146,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 4.4.1-4.4.6 post-repair target-specific residual and repeated-001Y validation,completed,not_exposed,HARD PASS after replaying R000410-R000414 corrected S000633 R000407 exact edge-residual-decision joins zero active semantic duplicates strict binary 4.4.4 scope residual snapshots 411 and 414 check.py PASS with errors empty and git diff check PASS,Owner independently replayed the repaired rows snapshot counts validator output and diff gate before accepting the post-repair result,accepted as a read-only post-repair audit without visual-content certification,none
A000147,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 4.5.1-4.5.3 live inverse relation residual-specificity hypothesis and duplicate audit,completed,not_exposed,HARD PASS after replaying direct French F33 S000645-S000652 R000415-R000419 D000173-D000175 pinned 01HK 01IO 01HE 096E 0FCZ 01IQ joins exact affine and topology boundaries zero duplicate semantic keys check.py PASS with errors empty and diff-check PASS,Owner independently replayed the stable scoped digests source seams target labels official tags decision-residual joins counterexamples validator and diff gate before acceptance,accepted as a read-only inverse audit without visual-content certification,none
A000148,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.5.4-4.5.5 direct-French pinned-Stacks statement proof hypothesis source-defect and collision audit,completed,not_exposed,AUDIT COMPLETE for four generated units with 4.5.4 derived through 004V 01RJ 01HK 0FCZ and 4.5.5 through 02V0 01JR 01JY 01JX 01KU plus exact counterexamples and two R50-catalogued source defects,Owner should replay pinned target joins preserve historical local-immersion terminology and record the wrong 4.2.4 citation plus unintroduced product points before admission,accepted as a read-only candidate audit without visual certification,none
A000149,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.5.1-4.5.5 direct-French full-control unit page source-correction target-hypothesis collision replay and continuation audit,completed,not_exposed,HARD FAIL because live R215 invalidates r184.py current-successor replay and interface metadata is stale while two new 4.5.5 Q crops are unbound and check.py fails; all eight frozen units source seams pinned targets and no-V classification otherwise pass,Owner must add the exact hash-guarded ega1-4 inverse refresh sealed interface metadata bind Q000003-Q000004 with findings decisions admissions and snapshots then rerun two serial reconstructions intake check.py and git diff check,accepted as a useful read-only hard-fail control audit pending exact repairs,none
A000150,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 4.5.4-4.5.5 post-repair inverse semantic and source-error-QA release audit,completed,not_exposed,HARD PASS after replaying S000653-S000677 R000420-R000442 D000176-D000180 I000055-I000056 and Q000003-Q000004 against direct French F33 R50 and pinned Stacks a04446e5 with corrected R000442 combined-decision linkage zero active semantic duplicates and exact crop metadata,Owner reran check.py and git diff --check and independently confirmed target joins active snapshots findings decisions Q receipts hashes bytes dimensions and effective-DPI gates,accepted as a read-only inverse release audit without visual-content certification,none
A000151,/root/ega_i_35_release,inherited-parent,inherited,EGA I 4.5.1-4.5.5 final sealed-source reconstruction authority receipt append-only and governance release audit,completed,not_exposed,HARD PASS after replaying F33 F37T R49 R50 sealed R215 whole-tree gate two serial exact R184 reconstructions seven source units D000173-D000180 I000055-I000056 S000645-S000677 R000415-R000442 Q000003-Q000004 exact parent-to-crop bytes active joins snapshots privacy and no-TeX scope,Owner reran pycompile check.py git diff check JSONL exact append-prefix arity ID and byte-hash gates immediately before staging,accepted as a no-write final release audit without mathematical crop-semantic or visual-content certification,none
A000152,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 5.1.1-5.1.2 direct-French pinned-Stacks nilradical reduction hypothesis defect residual and collision audit,completed,not_exposed,AUDIT COMPLETE with thirteen strict candidate edges two genuine labelled-coverage gaps exact hypothesis boundaries counterexamples and zero active semantic-key collisions,Owner must preserve the arbitrary quasi-coherent algebra gap separately from the 01J3 structure-sheaf specialization and attach target-specific residuals to every stronger derived or unlabelled edge,accepted as a read-only mathematical audit without visual certification,none
A000153,/root/ega_i_1111_1115,inherited-parent,inherited,EGA I 5.1.3-5.1.4 direct-French reduction affine-integrality and locally-Noetherian-converse audit,completed,not_exposed,AUDIT COMPLETE with exact 01J3 01J4 01J2 01ON 00ES 00E0 01OQ 01HV 0052 00ET and 0BX3 coverage plus strict topology-versus-scheme Noetherian boundaries and counterexamples,Owner should replay F33 R51 pinned label joins the unnumbered-paragraph attribution and the clean-head duplicate surface before materialization,accepted as a read-only semantic and control audit without visual certification,none
A000154,/root/ega_i_35_release,inherited-parent,inherited,EGA I 5.1.1-5.1.4 direct-French authority control unit page-seam and ungenerated-subpart audit,completed,not_exposed,HARD CONTROL PASS with mandatory pre-admission overlays L000024-L000027 for section I.5 subsection I.5.1 statement 5.1.1 and its proof plus seven frozen units exact R50 R51 page spans three ungenerated semantic blocks one catalogued French word-order defect two inherited English fidelity repairs zero scoped collisions and no V item,Owner should append the four overlays under one new active decision then replay page-overlay atomicity check.py and diff-check before semantic admission,accepted as a read-only control audit without semantic-target mathematical or visual certification,none
A000155,/root/ega_i_43_targets,inherited-parent,inherited,EGA I 5.1.1-5.1.2 live materialization inverse semantic residual page and validator audit,completed,not_exposed,HARD FAIL because S000689 calls a two-step full-support plus intersection inference equivalent to 00E0 although the target supplies only the intersection identity while every other scoped row control gap and validator passes,Owner must append one successor changing S000689 to split and bounding its evidence before release,accepted as a useful read-only inverse audit pending one append-only semantic repair,none
