decision_id,subject_id,action,state,evidence,supersedes,rationale
D000151,ega:I.4.1.9,retain_locally_closed_factorization_criterion_after_authority_correction,active,01HI 01HP F33 P121S,,Restriction to the containing open reduces to the exact closed-subspace ideal-annihilation criterion and F33 corrects the spurious prime on g before proof admission
D000152,ega:I.4.1.10,identify_subscheme_containment_and_order,active,01IM 02V0 003B,,The unlabelled immersion-section prose gives the exact factorization criterion while composition and canonical representatives supply transitivity and antisymmetry
D000153,ega:diagrams,require_direct_authority_graph_and_render_reaudit,active,direct user diagram QA warning and threshold addendum,,Every individual mapped diagram or intricate standalone mathematical block must receive its own tightly bounded authority and final-output crops at no less than 5000 dpi equivalent with explicit object edge nonedge direction arrow-style equality label glyph geometry and label-side verification before later production advances
D000154,ega:visual-qa,admit_first_individual_authority_french_english_visual_batch,active,vqa.csv and 42 individual 5000-dpi-equivalent crop receipts,,Twelve mapped diagrams and two exact-sequence blocks were each compared directly across authority cumulative French and cumulative English outputs with complete graph or mathematical-block masks and no EGA defect
D000155,ega:I.4.2.1,identify_immersion_definition_canonical_factorization_and_radiciality,active,01IO 01IM 01HH 01HO 01L7 01S4,,Modern locally closed immersion language gives the same canonical subscheme factorization while monicity is exact and radiciality is a derived consequence
D000156,ega:I.4.2.2,identify_stalkwise_open_closed_and_locally_closed_immersion_criteria,active,01HE 01HH 0H7H 00AE 01HI 0FCZ 01QO 01LD 01I9 01LC 01IH 008H 008M R45 R46,,The source criteria split into topological image sheaf-stalk detection and closed-subscheme classification with the printed theta-sharp direction corrected only in the semantic reading
D000157,ega:I.4.2.3,identify_affine_closed_immersion_by_surjective_coordinate_map,active,01QO 01I2 01IH 01IG,,Affine duality quotient spectra and the global closed-immersion criterion jointly give the source equivalence with no single target carrying every clause alone
D000158,ega:I.4.2.4,identify_immersion_properties_as_local_on_the_target,active,01JY 0FCZ 02YM 02L3 02V0 02L6 01HL 01QO,,Restriction supplies necessity while the Zariski source statements are absorbed by exact immersion locality and stronger fpqc descent targets
D000159,ega:I.4.2.5,identify_composition_stability_for_immersions,active,02V0 01QS,,The modern composition lemma exactly contains the immersion open-immersion and closed-immersion clauses
D000160,ega:visual-qa,admit_I_4_2_2_individual_authority_french_english_visual_evidence,active,V000015 and three individual 5000-dpi-equivalent crop receipts,,The four-object theta stalk square was compared directly across authority cumulative French and cumulative English with every edge nonedge direction label glyph and label side verified
D000161,ega:I.4.2.3,refer_printed_gamma_psi_type_error,active,reports/findings.jsonl and direct 5000-dpi-equivalent authority crop,,The printed Gamma(psi) is ill-typed for f=(psi theta); semantic mapping uses the intended Gamma(theta) while diplomatic French remains untouched
D000162,ega:I.4.3.1:proof,refer_printed_kernel_image_ideal_formula,active,Q000002 in reports/qsrc.csv and reports/findings.jsonl,,The literal u(b)+v(c) image sum is false in general; semantic mapping uses the correct sum of extension ideals while diplomatic French remains untouched
D000163,ega:I.4.3.1,identify_product_stability_and_underlying_image_intersection,active,01JY 02V0 01JR 01JU 01IO 01JS 0FCZ 01HL 01I4 01I2 01IH 01IG 00DF 00E5 00E0,,Two-factor products split into base changes and composition while open and closed cases supply the underlying intersection and the historical affine proof is retained separately
D000164,ega:I.4.3.2,identify_base_change_stability_of_immersions,active,01JX 01JY 01JU,,The corollary is exactly the modern base-change lemma with the closed case strengthened by the pulled-back ideal formula
D000165,ega:source-error-qa,admit_exact_authority_crop_receipts_for_4_2_3_and_4_3_1,active,Q000001 Q000002 in reports/qsrc.csv,,The two immutable 5000-dpi authority-only receipts close D000161 and D000162 source-error evidence provenance without admitting a correction or replacing the separate three-surface visual-certification gate
D000166,ega:I.4.4.1,identify_inverse_image_subscheme_underlying_set_factorization_and_fibre,active,01JX 01JU 01S1 001V 01JV 01K0 01J3 01J4,,The inverse-image construction is a pullback immersion whose image factorization terminology and closed-point fibre split across exact universal and derived modern targets
D000167,ega:I.4.4.2,identify_composition_rule_for_inverse_images,active,001Y,,The canonical iterated pullback identity appears exactly in the proof of the representable-composition lemma while literal equality uses the standing canonical-representative convention
D000168,ega:I.4.4.3,identify_binary_infimum_of_subschemes_as_fibre_product,active,001V 01JU 02V0 01L7 01IM 0C4H 0C4I,,The arbitrary locally closed meet is derived from the pullback universal property and immersion order while the labelled scheme-theoretic intersection covers only the closed specialization
D000169,ega:I.4.4.4,identify_inverse_image_preservation_of_binary_infima,active,001Y 001V 0C4I,,Associativity of pullbacks and the binary meet construction give the equality with the closed-only intersection target retained as a strict specialization
D000170,ega:I.4.4.5,identify_pulled_back_ideal_of_closed_inverse_image,active,01JU 01JV 01HQ 00DF,,The modern fibre-product immersion lemma gives exactly the image ideal formula and the historical affine proof follows by restriction and tensor right exactness
D000171,ega:I.4.4.5:proof,carry_official_algebra_variance_correction,active,R49 and EG-EGA-I-P126-FR-445-PRINTED-ALGEBRA-DIRECTION-ERROR-001,,The diplomatic print is preserved while semantic evidence reads A as a B-algebra so that A tensor_B B/K is well typed
D000172,ega:I.4.4.6,identify_factorization_by_closed_inverse_image_ideal_containment,active,01JU 01QP 01HP 001V,,The factorization criterion is the pullback universal property combined with the closed-subscheme ideal-order criterion in the source inclusion direction
D000173,ega:I.4.5.1,identify_local_immersion_chart_definition,active,01HK 01IO,,The source-point closed-chart definition and its immersion reformulation split across the modern closed-immersion and immersion definitions
D000174,ega:I.4.5.2,identify_local_isomorphism_chart_definition,active,01HE 096E,,The scheme-level source-open chart is the modern open-immersion definition while the labelled local-isomorphism notion is only an affine ring-map specialization
D000175,ega:I.4.5.3,identify_local_to_global_immersion_characterizations,active,01IO 0FCZ 01IQ 01HE,,The homeomorphism and injectivity hypotheses supply the missing global topology needed to pass from local charts to immersed closed or open images
D000176,ega:I.4.5.4,identify_irreducible_dominant_injective_local_immersion_theorem,active,004V 01RJ 01HK 0FCZ,,The source proof combines density dominance a closed local chart and injectivity to obtain the full inverse-image chart required by the immersion criterion and an open image
D000177,ega:I.4.5.5,identify_permanence_of_local_immersions_and_local_isomorphisms,active,02V0 01JR 01JY 01JX 01KU 096F 096G,,Composition products and base change follow by choosing local closed or open charts and applying modern immersion and fibre-product permanence with affine local-isomorphism lemmas retained only as specializations
D000178,ega:I.4.5.5:proof,carry_official_transitivity_reference_correction,active,R50 Q000003 EG-EGA-I-P127-FR-455-CITATION-ERROR-001,,The diplomatic source preserves 4.2.4 while semantic evidence reads 4.2.5 because that proposition and 02V0 supply transitivity
D000179,ega:I.4.5.5:proof,carry_official_missing_product_points_correction,active,R50 Q000004 EG-EGA-I-P127-FR-455-UNINTRODUCED-POINTS-001,,The proof becomes well formed by choosing z in the source product and setting z-prime equal to its image before defining the four projected points
D000180,ega:source-error-qa,admit_exact_authority_crop_receipts_for_4_5_5,active,Q000003 Q000004 in reports/qsrc.csv,,The two immutable 5000-dpi authority-only receipts close the already-catalogued R50 defects without changing diplomatic text or substituting for edition visual certification
D000181,ega:section:I.5,admit_exact_section5_opening_page_locators,active,R50 R51 and their exact French admission rows,,Four frozen discovery units have blank locators and direct French places the section subsection and 5.1.1 statement on I:127 with its proof on I:128
D000182,ega:I.5.1.1,identify_quasi_coherent_algebra_nilradical_and_labelled_gaps,active,01I7 01LA 0544 and direct French fraction proof,,The affine construction and locality ingredients are present but arbitrary quasi-coherent algebra packaging and reverse localization remain genuine labelled gaps
D000183,ega:I.5.1.2,identify_reduced_full_support_subscheme_and_minimality,active,01IQ 01J3 01J4 0BR6 0356 01QQ 01J2 00E0 01J0,,The reduction is the unique reduced closed structure on the full support and is minimal by universal factorization through every full-support subprescheme
D000184,ega:I.5.1.2:proof,carry_catalogued_french_word_order_correction,active,R51 and EG-EGA-I-P128-FR-512-DEFINI-Y-PAR-001,,Diplomatic French preserves the misplaced Y while the corrected reading introduces Y before stating that it is defined by the nilradical ideal
D000185,ega:I.5.1.3,identify_reduction_definition_and_reduced_fixed_point,active,01J3 01J4,,The source definition is the full-support specialization of reduced induced structure and X equals X red exactly when X is reduced
D000186,ega:I.5.1.4,identify_affine_reduced_and_integral_criteria,active,01J2 01ON 00ES 00E0 01OK,,The reduced half is exact and the integral half is the affine composite of reducedness irreducibility and the domain criterion
D000187,ega:I.5.1.4,identify_local_integrality_stalk_and_topological_noetherian_converse,active,01OQ 01OK 01HV 0052 01J0 00ET 0BX3 01ON,,The forward implication localizes a domain and the converse uses only locally Noetherian topology plus reduced finite-component affine neighbourhoods
D000188,ega:I.5.1.4,carry_official_cross_reference_2_1_7_to_2_1_8_correction,active,Q000005 and direct comparison of EGA I 2.1.7 with 2.1.8,,Diplomatic French preserves 2.1.7 while the corrected reading cites 2.1.8 because that paragraph defines integral and locally integral schemes
D000189,ega:source-error-qa,admit_exact_authority_crop_receipt_for_5_1_4,active,Q000005 in reports/qsrc.csv,,The immutable 5000-dpi authority-only receipt closes the newly detected cross-reference defect without changing diplomatic text or substituting for edition visual certification
D000190,ega:I.5.1.9,admit_exact_printed_page_130_locator,active,R53 and EG-EGA-I-P130-FR-ADMISSION-001,,The frozen English discovery unit inherited I:129 but direct French begins Proposition 5.1.9 on I:130
D000191,ega:I.5.1.5,integrate_reduction_functoriality_and_existing_dependencies,active,0356 01J4 01L7 and local schemes reduction functorial lemma,,The canonical factorization through reduction is functorial and the new local lemma packages the exact square without claiming an upstream tag
D000192,ega:I.5.1.6,integrate_reduction_morphism_properties_and_existing_dependencies,active,01RZ 01S3 01S4 0BR6 054M 01IO 01HE 01LD and local morphisms lemma,,The source permanence list is split across existing targets and one local exact packaging lemma
D000193,ega:I.5.1.7,integrate_reduction_fibre_product_and_existing_dependencies,active,0356 01L7 003B 08LR 01JM 01JU 054M 0CEU 0CEV and local morphisms lemma,,The canonical comparison is an isomorphism by universal properties and reduction closed immersions while the local lemma records the exact package
D000194,ega:I.5.1.8,identify_reduced_products_and_perfect_field_boundary,active,0CB9 01J3 01J4 020F 035Z,,The product reduction theorem is covered by a stronger formal-spaces result and the field warning and perfect-field clause remain explicit
D000195,ega:I.5.1.9,identify_thickenings_affineness_filtration_and_diagrams,active,06AD 01IH 04EX 05YV 01IA 01I1 05QB 01XB,,The proposition proof corollary and two diagrams are mapped componentwise with exact hypothesis and proof dependencies
D000196,ega:I.5.1.9.2,identify_extension_of_quasi_coherent_modules_across_thickenings,active,01XB 0B3A 01IA,,The extension statement follows from affine cohomology vanishing and the extension classification while preserving the corrected restriction locus V
D000197,ega:I.5.1.10,identify_affine_neighbourhoods_for_full_support_closed_subschemes,active,06AD 01J3 01J4 01IH 0EGG,,The source criterion is split across reduction and thickening results and the nonnilpotent nil ideal boundary remains visible
D000198,ega:I.5.1.9.2:proof,carry_official_restriction_Y_to_V_correction,active,Q000006 and the local splitting sentence introducing the neighbourhood V,,Diplomatic French preserves restriction to Y while the uniquely typed local reading restricts the module to the neighbourhood V
D000199,ega:source-error-qa,admit_exact_authority_crop_receipt_for_5_1_9_2,active,Q000006 in reports/qsrc.csv,,The immutable 5000-dpi authority-only receipt closes the newly detected restriction-letter defect without changing diplomatic text or substituting for edition visual certification
D000200,more-morphisms:04EX,correct_closed_subscheme_target_X_to_X_prime,active,direct review of more-morphisms-definition-thickening item four,,The filtration concerns a closed subscheme of X prime and the repeated X is a local Stacks wording defect
D000201,more-morphisms:04EX,correct_thinking_to_thickening,active,direct review of the unnumbered paragraph following more-morphisms-definition-thickening,,The phrase nth order thinking is a typographical defect and the mathematically defined term is nth order thickening
D000202,ega:visual-qa,retain_rejected_and_nonfinal_5_1_visual_candidates,active,J000001-J000005 in ega/rej.csv,,The failed authority and obsolete edition crops remain append-only evidence and are explicitly superseded by the accepted per-item receipt
D000203,ega:visual-qa,admit_5_1_5_and_5_1_9_visual_receipts,active,V000016 V000017 V000018 V000019 V000020 in ega/vqa.csv,,Each selected diagram or intricate block has its own tight authority French and English 5000-dpi receipt and personal graph or symbol comparison
D000204,ega:visual-qa,retain_rejected_5_1_9_locator_candidates,active,J000006 J000007 J000008 J000009 in ega/rej.csv,,The four below-floor locator crops remain append-only adverse evidence bound individually to their accepted V000017 through V000020 successors
D000205,ega:I.5.2.3:proof,admit_exact_printed_page_132_locator,active,R55 and EG-EGA-I-P132-FR-523-PROOF-001,,The frozen proof unit inherited the preceding page marker while all proof prose begins on printed p.132
D000206,ega:I.5.2.1,map_unique_reduced_structure_on_locally_closed_subspace,active,0F2L 01J3 00E0 01J2,,The locally closed construction and unique reduced closed structure jointly cover the proposition and its affine proof
D000207,ega:I.5.2.2,map_reduced_source_factorization_through_closed_subscheme,active,0356 01JU 01S1 00E0 01J1 001V,,The direct stronger factorization theorem and its pullback proof dependencies cover the proposition without weakening reducedness
D000208,ega:I.5.2.3,map_reduced_immersion_to_open_reduced_closure,active,03DQ 0356 01IO 01J3,,The exact official factorization theorem identifies the reduced immersed source with the open part of its reduced closure
D000209,ega:I.5.2.4,map_reduced_closed_source_ideal_containment,active,0356 01JU 01QP 01HP and the D000172 bundle,,The reduced-source factorization and closed-subscheme ideal criterion give the exact containment without a new local lemma
D000210,ega:I.5.3.1,map_diagonal_definition_projection_and_pairing_identities,active,01KH 001S 001V and schemes-lemma-diagonal-identities,,The exact unlabelled definition and universal-property dependencies combine with one local reusable identity package
D000211,ega:I.5.3.2,map_product_compatibility_of_diagonals,active,schemes-lemma-diagonal-identities 02X0 001S and 002L,,The local scheme lemma makes the exact identity citable while official targets retain its categorical derivation and stronger algebraic-space occurrence
D000212,ega:I.5.3.3,record_navigation_only_numbering_gap,active,R55 and EG-EGA-I-P132-FR-532-NUMBERING-001,,Printed French jumps directly from 5.3.2 to 5.3.4 and the frozen English row is only a non-rendering compatibility anchor
D000213,ega:I.5.3.4,map_base_change_compatibility_of_the_diagonal,active,schemes-lemma-diagonal-identities 01KU 04YR 0038 001Y and D000102,,The exact local scheme statement is backed by official proof-level and categorical base-change identities
D000214,ega:I.5.3.5,map_change_of_base_fibre_square,active,01KR 001V and D000114,,The proof of 01KR contains the exact cartesian square and the source pointwise proof is the same fibre product universal property in the slice over T
D000215,ega:I.5.3.6,map_comparison_as_base_change_of_diagonal,active,01KR 01JX 01JP D000095 and D000214,,The canonical comparison is the pullback of Delta S over T and its identity times diagonal formula is the standard base change projection
D000216,ega:I.5.3.5,carry_official_missing_second_morphism_name_g_correction,active,Q000007 EG-EGA-I-P132-FR-535-MISSING-G-001 and EGA II Errata p.221,,The later equality pi=f composed with p=g composed with q uniquely identifies the missing name and the official errata confirms it
D000217,ega:I.5.3.7,map_graph_diagonal_cartesian_square_with_visual_gate,active,01KR 01KS 001V DIA:ega1/ega1-5-fr.tex:467 and D000153,,The proof of 01KR gives the general cartesian square and 01KS records the exact semi diagonal specialization while the label side discrepancy remains fail closed
D000218,ega:I.5.3.8,map_monomorphism_via_isomorphic_diagonal_with_catalogued_proof_correction,active,01L3 08LR 003B 001V and EG-EGA-I-P133-FR-538-ONE-ELEMENT-001,,The exact scheme theorem and general categorical criterion cover the proposition while the corrected proof reads at most one element and needs no local lemma
D000219,ega:I.5.3.8:proof,carry_official_one_element_to_at_most_one_correction,active,Q000008 EG-EGA-I-P133-FR-538-ONE-ELEMENT-001 and the empty-to-Spec(k) test,,A monomorphism gives uniqueness of a lift but does not guarantee its existence
D000220,ega:visual-qa,admit_5_3_5_individual_authority_french_english_visual_evidence,active,V000021 in ega/vqa.csv,,The exact authority B37AC French and B233 English crops agree on every object edge direction style label subscript geometry and label side
D000221,ega:source-error-qa,admit_exact_authority_crop_receipts_for_5_3_5_and_5_3_8,active,Q000007 Q000008 in reports/qsrc.csv,,Each correction is bound to one exact tightly bounded 5000-dpi authority crop and one same-object finding
D000222,ega:I.5.3.7:diagram:xymatrix:1,refer_5_3_7_delta_Y_label_side_correction,active,Direct authority p.133 places Delta_Y below while sealed B37AC French and B233 English place it above and REF11P records the bounded referral,,Keep V000022 absent until both source markers are corrected and fresh standalone readers and individual crops pass
D000223,ega:visual-qa,admit_corrected_5_3_7_individual_authority_french_english_visual_evidence_with_rejected_lineage,active,V000022 J000010 J000011 J000012 J000013 J000014 D41R DIA41R REF11 and Q37CD,D000222,The exact corrected B37AD French and B234 English crops agree with a fresh authority crop on every object edge direction style label subscript geometry and label side
D000224,ega:visual-qa,retain_rejected_V000022_subpixel_floor_rasters,active,J000015 J000016 in ega/rej.csv,,The initial producer crops were visually correct but integer raster dimensions fell fractionally below the strict effective 5000 dpi floor and are retained before exact pixel-envelope rerendering
D000225,ega:I.5.3.9,map_diagonal_immersion_with_published_proof_erratum,active,01KJ 01KI Err_III 10 and Q000009,,The theorem is exact while the printed proof omits the locally closed image step and the published erratum supplies the affine local repair
D000226,ega:I.5.3.9:proof,carry_published_local_closedness_proof_correction,active,Q000009 and EGA III.2 Errata list 2 Err_III 10,,Preserve the diplomatic proof and use the published affine local closedness argument in corrected semantic coverage
D000227,ega:I.5.3.10,map_canonical_comparison_immersion,active,01KR and the diagonal base change bundle,,The canonical comparison is an immersion and the official target adds only separated and quasi separated strengthenings
D000228,ega:I.5.3.11,map_graph_immersion_characterization_and_section_terminology,active,01KS 01KT 001V and 001S,,The official semi diagonal and section results cover the graph immersion while the graph characterization follows from the product universal property
D000229,ega:I.5.3.12,map_graph_compatibility_with_base_change,active,schemes-lemma-diagonal-identities 01JX 002L 001V 0038 01JP and D000102,,The exact local identity makes graph base change citable while official categorical and fibre product dependencies retain its derivation
D000230,ega:I.5.3.13,map_immersion_cancellation_with_published_citation_correction,active,07RK 01KS 01JY 02V0 and Q000010,,The ordinary immersion clause is exact and the local immersion clause is derived while the printed final citation is read as 4.2.5 under the published erratum
D000231,ega:I.5.3.13:proof,carry_published_4_2_4_to_4_2_5_citation_correction,active,Q000010 and EGA III.2 Errata list 2 citation correction,,Preserve diplomatic French and read the final ordinary immersion composition reference as 4.2.5
D000232,ega:I.5.3.14,map_pairing_with_an_immersion_by_cancellation,active,07RK 001S and the 5.3.13 bundle,,Projection after the pairing is j so the official cancellation theorem gives the ordinary immersion clause and local charts give the local clause
D000233,ega:source-error-qa,admit_exact_authority_crop_receipts_for_5_3_9_and_5_3_13_published_corrections,active,Q000009 Q000010 in reports/qsrc.csv and primary EGA III.2 Errata list 2,,Each printed locus is bound to one tight exact 5000 dpi authority crop and an independent published correction
D000234,ega:local-mirror,adopt_independent_mathematical_commons_mirror_as_local_integration_lane,active,Direct user policy update 2026-08-11,,Upstream submission work stops while verified local integrations and naturally found corrections remain in the independent mirror
D000235,ega:I.5.3.15,map_diagonal_naturality_with_local_exact_identity,active,schemes-lemma-diagonal-identities and 001V,,Item five of the local lemma is the exact morphism identity and the official fibre-product universal property independently derives it
D000236,ega:I.5.3.16,map_subscheme_diagonal_and_underlying_intersection,active,D000163 D000225 D000235 01KJ 01JY 02V0 01JR 01JU 01IO and 001V,,The source combines diagonal immersion product-immersion image-intersection and naturality facts; no one target is the whole corollary
D000237,ega:I.5.3.17,map_equal_residue_field_maps_to_diagonal_membership,active,01J5 01KM 001V and D000235,,The point classification identifies the two field-valued maps and the equalizer plus diagonal naturality gives the stated membership
D000238,ega:edition-interface,admit_F37ZRS_R257S_B37AGR_B237R_D44_DIA44_and_Q37CN_as_current_reader_closure,active,F37ZRS R257S B37AGR B237R D44 DIA44 Q37CM Q37CN and exact R257S-to-R184 replay,,The corrected tuple is coherent and publication remains quarantined
D000239,ega:visual-qa,refer_5_3_15_and_5_3_17_bottom_arrow_label_side_corrections,active,Direct exact-5000-dpi comparison in log.md and source loci ega1-5-fr.tex:603 653 661 ega1-5.tex:459 498 508,,NUMDAM prints each bottom horizontal arrow label below while both current language outputs place it above so all dependent semantic promotion remains fail closed
D000240,ega:visual-qa,admit_5_3_15_and_5_3_17_exact_current_reader_diagram_evidence,active,V000023 V000024 V000025 J000017-J000030 D44 DIA44 and Q37CN in ega/vqa.csv and ega/rej.csv,D000239,The corrected current readers and independent exact-5000-dpi crops now match every authority object edge direction label and label side while rejected and predecessor evidence remains append only
D000241,ega:I.3.3.2:diagram:xymatrix:1,admit_current_reader_successor_for_p108_lower_arrow_label_sides,active,V000026 supersedes V000006 under D44 DIA44 and Q37CN,,The current readers now place f and f prime below the two lower arrows exactly as authority while the superseded predecessor witness remains append only
D000242,ega:I.5.3.5:diagram:xymatrix:1,refer_5_3_5_Delta_S_over_T_bottom_arrow_label_side_correction,active,Direct exact-5000-dpi comparison of NUMDAM p131 box 86;574;260;70 against B37AIR p90 box 240;410;299;65 and B238R p322 box 86;575;275;65 plus source loci ega1-5-fr.tex:437 and ega1-5.tex:316,D000220,NUMDAM places Delta_{S|T} below while both current outputs place it above so V000021 and every downstream current-reader promotion remain fail closed
D000243,ega:I.5.1.5:diagram:xymatrix:1,refer_5_1_5_bottom_f_label_side_correction,active,Direct exact-5000-dpi comparison of NUMDAM p128 box 258;214;76;64 against B37AIR p88 box 254;126;84;68 and B238R p319 box 258;682;96;67 plus first-occurrence source loci ega1-5-fr.tex:127 zero-based byte 6169 and ega1-5.tex:83 zero-based byte 5590,,NUMDAM places the bottom f below while both current outputs place it above so visual and current-reader promotion of V000016 S000718 S000719 S000720 R000471 R000496 R000582 and every downstream accepted witness remain fail closed pending corrected readers and fresh certification
D000244,ega:visual-qa,refer_5_1_9_diagram_2_bottom_f_0_label_side_correction_and_split_D000203,active,Direct exact-5000-dpi comparison of NUMDAM p129 box 258;421;70;69 against B37AIR p89 box 263;83;69;64 and B238R p321 box 273;68;66;67 plus unique source loci ega1-5-fr.tex:246 zero-based byte 11369 and ega1-5.tex:169 zero-based byte 10214; V000017 V000018 V000019 are content-unaffected predecessor evidence,D000203,NUMDAM places bottom f_0 below the leftward arrow while both current outputs place it above; D000243 carries the independent V000016 referral so V000020 S000758 S000759 R000491 and every downstream current-reader witness remain fail closed while V000017 V000018 V000019 remain accepted only as historical evidence
D000245,ega:edition-interface,admit_F37ZW_R261_B37AJ_B239_D48_DIA48T_Q37CY_Q37DB_as_current_reader_closure,active,F37ZW R261 B37AJ B239 D48 DIA48T Q37CY Q37DB and exact R261-to-R184 replay,D000238,The final corrected tuple is coherent all adverse control history remains append only and publication remains quarantined
D000246,ega:visual-qa,admit_exact_final_current_reader_successors_V000027_through_V000044,active,V000027-V000044 under F37ZW R261 B37AJ B239 D48 DIA48T Q37CY and Q37DB,,All downstream authority French and English crops were regenerated at exact 5000 dpi and personally inspected after the three label-side repairs while V000008-V000025 remain immutable predecessor evidence
D000247,ega:I.5.1.5:diagram:xymatrix:1,admit_corrected_bottom_f_current_reader_successor_with_rejected_lineage,active,V000035 J000033 J000034 F37ZW R261 B37AJ B239 D48 DIA48T Q37CY Q37DB,D000243,The final readers place bottom f below exactly as authority and preserve both above-label predecessor crops as rejected evidence
D000248,ega:I.5.1.9:diagram:xymatrix:2,admit_corrected_bottom_f_0_current_reader_successor_with_rejected_lineage,active,V000039 J000035 J000036 F37ZW R261 B37AJ B239 D48 DIA48T Q37CY Q37DB,D000244,The final readers place bottom f_0 below the leftward arrow exactly as authority while V000017-V000019 remain content-correct predecessor evidence
D000249,ega:I.5.3.5:diagram:xymatrix:1,admit_corrected_Delta_S_over_T_current_reader_successor_with_rejected_lineage,active,V000040 J000031 J000032 F37ZW R261 B37AJ B239 D48 DIA48T Q37CY Q37DB,D000242,The final readers place Delta_{S|T} below exactly as authority while French alone retains the equation number on the right and the above-label predecessors remain rejected evidence
D000250,ega:I.5.4.1,map_separated_morphisms_and_closed_diagonal_criterion,active,01KK 01KJ 01IQ and direct French lines 673-685,,The modern separated definition is exact while the early Y-scheme and scheme nomenclature remains an explicit historical difference
D000251,ega:I.5.4.2,map_closed_comparison_over_a_separated_intermediate_base,active,01KR 01JU and direct French lines 687-698,,The canonical comparison is the pullback of the closed diagonal and Stacks records the same argument
D000252,ega:I.5.4.3,map_closed_graphs_into_a_separated_target,active,01KS 01KR and direct French lines 700-708,,The semi-diagonal lemma gives the exact closed graph clause and repeats the same specialization proof
D000253,ega:I.5.4.4,map_closed_immersion_cancellation_through_a_separated_morphism,active,07RK 01KS 01QR 01QS and direct French lines 710-718,,The third cancellation clause is exact and its graph base-change composition proof matches the source comparison
D000254,ega:I.5.4.5,map_closed_pairings_with_a_separated_factor,active,01KU 07RK 001V and direct French lines 721-730,,The first projection is separated by base change and closed-immersion cancellation gives the paired morphism
D000255,ega:I.5.4.6,map_sections_of_separated_morphisms_as_closed_immersions,active,01KT 001V and direct French lines 732-740,,The Stacks section lemma gives the exact closed clause and the source pairing specialization is fibre-product formalism
D000256,ega:I.5.4.7,map_generic_point_uniqueness_of_sections,active,01J5 01KM 004X 0356 001V and direct French lines 742-756,,The residue maps agree and the closed equalizer containing the generic point is all of the reduced integral source
D000257,ega:I.5.4.8,map_three_converse_separatedness_tests,active,001V 01KK and direct French lines 758-772,,Each converse identifies the tested graph pairing or section with the diagonal and then applies the separated definition
D000258,ega:I.5.5.1,map_six_separated_permanence_clauses_reduction_equivalence_and_proof_diagrams,active,01L3 01L4 01L7 01KU 01KV 01KR 01KS 01KJ 01IQ 054M 0CEU 0CEV 001V and direct French lines 777-843,,Clauses one through five have exact official targets while clause six and both proof diagrams are composite-derived without inventing a single target tag
D000259,ega:I.5.5.2,map_restriction_of_separated_morphism_to_every_subscheme,active,01L8 01L7 01KU and direct French lines 845-851,,Tag 01L8 is exact and the source proof is immersion separatedness followed by composition
D000260,ega:I.5.5.3,map_projection_from_fibre_product_with_separated_factor,active,01KU and direct French lines 853-859,,The projection is the exact base-change specialization of the stronger separatedness permanence lemma
D000261,ega:I.5.5.4,map_finite_closed_source_decomposition_separatedness_and_integral_reduction,active,01J3 0356 01L8 01KV 01KU 01JU 01QR 01QS 01KJ 01IQ 001V 0379 004W 01ON and direct French lines 861-889,,The proposition is composite-covered and the irreducible-component reduction retains the finite-family hypothesis needed for the closed-union step
D000262,ega:I.5.5.5,map_zariski_target_locality_of_separatedness,active,02KO 02KU 01HL 01JR 01JS 001V and direct French lines 893-918,,Tag 02KU is stronger fpqc locality while 02KO gives the exact target-open-cover quantifiers and the printed final 5.5.4 citation is corrected separately
D000263,ega:I.5.5.6,map_affine_cover_separatedness_criterion,active,01KP 01JQ 01JS 01HL 01QO 01IH 01IG 001V and direct French lines 920-959,,Tag 01KP gives the stronger modern criterion and its proof specializes to the source affine intersection and ring-generation test
D000264,ega:I.5.5.7,map_affine_schemes_as_separated_with_historical_scheme_terminology,active,01KN and direct French lines 961-965,,The modern theorem is exact while the parenthetical use of scheme for separated prescheme remains a terminology residual
D000265,ega:I.5.5.8,map_relative_separatedness_over_an_affine_base_iff_absolute_separatedness,active,01KV 01KN 01KU 01KP and direct French lines 967-974,,The two directions use different permanence routes and the affine base is needed only for the converse from relative to absolute separatedness
D000266,ega:I.5.5.9,map_base_local_absolute_separatedness_test_and_affine_corollary,active,01KU 01KV 02KU 01KN and direct French lines 976-992,,Necessity uses base change and composition while sufficiency uses 5.5.8 then target-open locality after correcting both printed 5.5.4 citations to 5.5.5
D000267,ega:I.5.5.10,map_affine_intersections_over_a_historically_separated_target,active,01SG 01KS 01JQ 01IN 001V and direct French lines 994-1017,,The historical noun scheme means separated scheme and the direct affine-morphism target is stronger than the source graph proof
D000268,ega:I.5.5.11,map_separated_and_doubled_origin_examples_with_two_printed_mathematical_corrections,active,01KQ 01JD 0FXT 01KP 01OL 01OM 01ON 01IL and direct French lines 1019-1064,,Only valid clauses are mapped while the doubled-line fibre ideal and doubled-plane criterion verdict are corrected through explicit findings
D000269,ega:I.5.5.12,map_arbitrary_property_base_change_cancellation_and_reduction_formalism_componentwise,active,01JZ 001V 01KS 01J4 0356 01L7 and direct French lines 1066-1131,,No one official tag states the arbitrary-property package but every formal implication is covered by the pinned component chain
